id,pet_name,service,submission_date,provider_id,unit,authstatus,auto_approved,clinical_reviewer,pet_id
21ebdefb-6d59-4b6b-8847-c15a9b2e76d7,Chewy,Dental Cleaning,2024-02-06 14:26:19,1005,1,Denied,FALSE,Bruce Campbell,PET-6013
22105a35-6ca1-4d61-b1fc-076cd308379c,Maya,Dental Cleaning,2023-12-26 14:26:19,1019,1,Pending,FALSE,,PET-1776
2238c368-e34c-4285-82fc-daf06d21531d,Bingo,Check-up,2024-08-18 14:26:19,1013,1,Approved,FALSE,,PET-4327
22429813-17a2-4252-86b4-70350d03e730,Rocket,Vaccination,2024-07-24 14:26:19,1001,4,Approved,TRUE,,PET-8739
227c179b-1aa9-4135-9808-164c7678e23d,Ruby,Lab Test,2023-10-06 14:26:19,1017,2,Pending,FALSE,Milagros Sullivan,PET-6424
228216ea-c3f4-4505-a0cf-c7f1c1780fc8,Maggie,Check-up,2024-07-15 14:26:19,1010,1,Approved,FALSE,,PET-5981
2284a5bd-c563-45ad-a098-f9d1a277d9bb,Willow,Vaccination,2024-02-09 14:26:19,1001,1,Approved,FALSE,,PET-1499
22941db1-18a8-4946-ba8d-2f8920a012a4,Coco,Lab Test,2024-05-26 14:26:19,1020,3,Approved,FALSE,,PET-3722
22a1db73-1f6d-48d6-be93-2070d53f245c,Zeke,Check-up,2024-03-12 14:26:19,1000,1,Approved,FALSE,Markus Huber,PET-9565
22bb8268-da94-4bf1-af63-933a09f2a5bd,Jake,X-ray,2024-06-01 14:26:19,1003,3,Pending,FALSE,,PET-9578
22c188fb-92b0-4902-b756-6547eaab1514,Remy,Lab Test,2024-01-27 14:26:19,1020,2,Approved,FALSE,Karen Wallace,PET-8001
22c90d41-7386-4031-80cd-1addc9bd6d7e,Teddy,Surgery,2023-10-02 14:26:19,1000,1,Approved,FALSE,,PET-6201
22da2e03-23fb-4464-9fc5-bf07f7ea85b8,Harley,Vaccination,2024-03-18 14:26:19,1016,2,Denied,FALSE,,PET-4560
23145483-c7ad-4dc8-a023-31cc8b7d5543,Ace,Check-up,2024-05-11 14:26:19,1010,1,Approved,FALSE,Leah Duncan,PET-2923
2320137b-e08b-4282-ba5b-413fde225d13,Tank,Check-up,2023-10-12 14:26:19,1015,1,Approved,FALSE,,PET-8247
232b5783-52d9-4239-8a1f-1a91d43c74c4,Ollie,Check-up,2024-05-08 14:26:19,1002,1,Approved,FALSE,,PET-7185
239b9f25-9e6c-48ad-ad55-ab8c48ec3133,Jack,Dental Cleaning,2024-04-03 14:26:19,1004,1,Denied,FALSE,,PET-8903
23a1fd4e-7d0e-47af-b7d2-a022f5c8c2b8,Sissy,Check-up,2024-06-09 14:26:19,1016,1,Approved,FALSE,Jaylin Hubbard,PET-2273
23acaa56-b7db-4db0-937e-7aadb0daf195,Zeke,Vaccination,2024-02-25 14:26:19,1020,2,Approved,TRUE,,PET-9565
24053ecc-7115-4d88-88a5-4b415baa7dbf,Rex,Vaccination,2023-10-30 14:26:19,1000,2,Approved,FALSE,,PET-9289
24062560-00f7-4097-ab9e-2f8934c1a8af,Maya,Vaccination,2024-02-14 14:26:19,1003,1,Pending,FALSE,,PET-1776
24083ffd-04d2-487e-8e66-9fa4456ee314,Bentley,X-ray,2024-05-23 14:26:19,1020,2,Denied,FALSE,,PET-3199
2446f792-01a3-42fb-85f4-8c21b7d37bb1,Dexter,Vaccination,2024-06-28 14:26:19,1019,3,Approved,FALSE,,PET-5104
249acde5-ede7-4ed7-97a6-18399312259e,Maddie,X-ray,2023-11-16 14:26:19,1011,2,Pending,FALSE,,PET-4691
249f4d39-e0ae-4a36-a9c9-21a2e594930c,Nala,Lab Test,2024-05-10 14:26:19,1008,2,Denied,FALSE,Ty Joseph,PET-5189
24b23c53-ccc6-4067-9ad7-2301a9b13d44,Ranger,X-ray,2024-07-22 14:26:19,1005,2,Denied,FALSE,Quincy Winters,PET-3385
24c0d1ff-e32f-440d-8f97-b472516c7986,Zoe,Lab Test,2024-01-26 14:26:19,1006,3,Approved,FALSE,,PET-9228
24c0f12d-ab9d-4c10-9891-07ee7af062ef,Bailey,Check-up,2023-12-27 14:26:19,1010,1,Approved,FALSE,,PET-8181
24fa2d0e-f8f1-4825-8eeb-227e1ea274a1,Guy,Vaccination,2024-06-08 14:26:19,1007,3,Approved,TRUE,,PET-8432
2509acd5-e846-4fc4-bdb8-40523da19ccd,Blast,X-ray,2024-01-16 14:26:19,1004,2,Denied,FALSE,Marley Hensley,PET-6626
250d731d-a323-4126-9621-e2af97971460,Oliver,Check-up,2023-12-14 14:26:19,1000,1,Approved,TRUE,Ty Joseph,PET-1326
2511d4f3-0549-4406-ad10-a19517afc937,Rex,X-ray,2024-03-12 14:26:19,1010,3,Approved,TRUE,,PET-9289
2520f3dc-0dd7-4fbc-9977-566bdc9b4022,Cooper,Check-up,2024-01-25 14:26:19,1006,1,Approved,FALSE,,PET-7513
2527acbc-2c0b-4c8a-a0bb-3b227c85cc84,Hank,Lab Test,2024-08-04 14:26:19,1009,2,Approved,TRUE,,PET-7970
2571a2cc-328c-4b72-b4a5-638a436d2d4c,Lizzy,Surgery,2023-10-31 14:26:19,1019,1,Approved,FALSE,,PET-7824
257c0bd9-a501-4bc1-a1fe-e1f4f55f1764,Sadie,Lab Test,2024-07-30 14:26:19,1008,2,Approved,TRUE,,PET-6223
2597a4de-7a38-45ce-955e-6e7b167c4001,Wolfgang,X-ray,2023-08-28 14:26:19,1017,3,Approved,FALSE,,PET-3428
25bdcb81-e1ce-4a20-bdaa-9b4650d6163f,Samantha,Lab Test,2023-10-20 14:26:19,1003,1,Approved,FALSE,Macey Rojas,PET-8384
25c4e7ea-1008-41b1-9f79-be4e1c7ad0a1,Beau,Lab Test,2023-12-27 14:26:19,1005,1,Approved,FALSE,,PET-5769
25d13360-315b-4804-9089-8d7f231aaf28,Peanut,X-ray,2024-05-06 14:26:19,1004,2,Denied,FALSE,,PET-8436
267b27d5-f9cf-41fb-b38f-fd4928c526c2,Axel,Lab Test,2024-04-13 14:26:19,1007,2,Approved,FALSE,,PET-6020
268023f5-f5ab-4f19-bf46-fa6f0d4e8334,Ollie,Vaccination,2024-06-16 14:26:19,1015,2,Denied,FALSE,Marley Hensley,PET-7185
2691bcec-02e1-4ae0-9c0d-d8f543278761,Kai,Vaccination,2024-06-03 14:26:19,1008,1,Pending,FALSE,Macey Rojas,PET-3909
2695c7e0-bb59-45cf-bfe7-ee4f3efd258f,Tucker,X-ray,2023-12-03 14:26:19,1001,3,Denied,FALSE,,PET-4281
27199688-bee2-4201-8330-ef60c02ce9dc,Bandit,Vaccination,2023-12-14 14:26:19,1011,4,Denied,FALSE,Milagros Washington,PET-8832
2728d096-8850-4c47-b5cd-977d374936c2,Loki,Dental Cleaning,2023-11-16 14:26:19,1005,1,Approved,FALSE,Alayna Clements,PET-3482
272b5ec5-e1a6-43ea-be4a-4071d8f12b0c,Toby,X-ray,2024-07-22 14:26:19,1004,3,Approved,FALSE,Jasmin Cummings,PET-9457
2744ed2c-83a8-499a-8e87-42edc998c508,Toby,Vaccination,2024-04-01 14:26:19,1013,4,Denied,FALSE,,PET-9457
2753bfb0-cabd-4dbb-bc71-269624134bf0,Guy,Lab Test,2024-05-08 14:26:19,1012,3,Approved,FALSE,,PET-8432
2756dac5-ac7f-4154-b730-8fcecc2c5647,Rusty,Check-up,2024-02-27 14:26:19,1001,1,Approved,TRUE,,PET-4113
2761604a-a941-461f-9f2b-19f56e21737d,Ginger,Vaccination,2023-09-24 14:26:19,1016,1,Approved,FALSE,Alayna Clements,PET-3137
27623caf-4e6f-4f0b-b524-cef5e4d9884e,Hunter,X-ray,2024-03-17 14:26:19,1006,1,Approved,FALSE,,PET-6270
277fd3b7-6bfb-498f-ad53-f4080a94ef25,Shadow,Dental Cleaning,2024-04-09 14:26:19,1012,1,Pending,FALSE,Kaylee Wiley,PET-9286
2794077d-4abc-464d-a38f-84be55a69a75,Gracie,Lab Test,2023-10-25 14:26:19,1012,3,Approved,FALSE,,PET-5907
27ae3b14-b040-47f1-9d0d-4b6614b107a5,Sophie,X-ray,2024-07-03 14:26:19,1016,2,Denied,FALSE,,PET-1953
27c47210-bfdc-451b-8da9-d024df297506,Rocky,Check-up,2024-05-31 14:26:19,1010,1,Approved,FALSE,Roland Vargas,PET-9898
27de47da-0201-473c-b9df-1427ff07eb03,Taz,Check-up,2023-09-08 14:26:19,1014,1,Approved,TRUE,London Ponce,PET-9503
27df3a97-53f4-4ce1-8a70-fed316aa52e1,Cleopatra,X-ray,2023-09-23 14:26:19,1016,2,Denied,FALSE,,PET-7204
27fb3193-ef31-4164-9f73-f34ec87f800e,Remy,X-ray,2023-09-10 14:26:19,1017,3,Denied,FALSE,,PET-8001
28018cf6-b932-42c1-bd70-fa3567184f13,Mason,Check-up,2024-08-19 14:26:19,1019,1,Approved,TRUE,Wendy Green,PET-1624
2809c41a-adef-454b-96f8-54cd0f0d8e5f,Jax,Check-up,2023-12-17 14:26:19,1015,1,Approved,FALSE,,PET-4070
2847b4e3-878e-47bb-93d3-437734ba85b2,Diesel,X-ray,2024-02-25 14:26:19,1013,2,Denied,FALSE,,PET-8863
284800c2-9181-4756-88b8-c49a3c727b19,Sparky,Check-up,2024-04-12 14:26:19,1013,1,Approved,FALSE,,PET-3445
28506737-a52c-4eb9-891d-76a1f90b7b20,Zeus,Surgery,2024-01-04 14:26:19,1008,1,Approved,FALSE,,PET-1392
28518142-1dfa-4290-a881-890ad4a6558a,Ziggy,Vaccination,2024-07-14 14:26:19,1006,4,Approved,FALSE,Sarai Ramos,PET-2447
2866bd41-cf03-4503-977c-f6d27657e49e,Jasper,Vaccination,2024-05-12 14:26:19,1013,3,Approved,FALSE,,PET-3458
28863be4-03b7-4a5a-932c-34708a2b05e7,Mocha,Vaccination,2023-09-26 14:26:19,1003,2,Denied,FALSE,Bruce Campbell,PET-9039
29002aec-ad71-4634-a0fc-ef531774eec5,Cooper,Vaccination,2023-12-29 14:26:19,1005,1,Approved,FALSE,,PET-7513
291f57f7-faa3-47ac-83d4-7913671e728e,Thor,X-ray,2024-01-21 14:26:19,1013,1,Denied,FALSE,Jayvion Gomez,PET-9060
29290856-c85d-4edc-be9f-d7aafb539a86,Beau,Check-up,2023-12-21 14:26:19,1010,1,Approved,FALSE,,PET-5769
2938bd83-aff6-4a5f-837e-eee9b6926d79,Eli,Lab Test,2023-09-02 14:26:19,1013,1,Approved,TRUE,,PET-4992
29422b46-33fe-48f2-9c26-43a09f4a9484,Dreamer,Vaccination,2023-10-21 14:26:19,1013,2,Approved,FALSE,,PET-2376
2944195f-1eda-4cd6-b239-2395b2e8bf5c,Pockets,Check-up,2024-05-05 14:26:19,1009,1,Approved,FALSE,,PET-6042
294ecb27-e0e4-4d8b-98d3-c3cbdb705b21,Odin,Dental Cleaning,2024-03-28 14:26:19,1008,1,Approved,FALSE,,PET-4071
294fb245-6460-442b-ba0d-94660ac62fb7,Gracie,Vaccination,2024-04-25 14:26:19,1012,3,Approved,FALSE,,PET-5907
29593365-bd7c-40ad-9b77-bd74df91d9db,Tucker,Dental Cleaning,2023-10-29 14:26:19,1004,1,Approved,FALSE,,PET-4281
2960217b-3723-4947-9ed0-df22caef6aed,Mason,Check-up,2024-07-09 14:26:19,1017,1,Approved,TRUE,,PET-1624
297e8cfe-2881-4271-81f2-39839b6fb361,Junior,Check-up,2024-05-27 14:26:19,1003,1,Approved,FALSE,,PET-5688
29d9ab4d-86cc-4e01-9b55-31ef831ae731,Ginger,Vaccination,2024-04-27 14:26:19,1009,2,Approved,FALSE,Efrain Rowland,PET-3137
2a33568b-f9b1-4c1e-9af6-7863d3c34fed,Mason,Vaccination,2023-10-29 14:26:19,1006,4,Approved,FALSE,,PET-1624
2a37a0a9-5986-4240-9745-c09a6d86bf5c,Bo,Vaccination,2023-12-16 14:26:19,1001,1,Approved,FALSE,,PET-8086
2aaa20cc-4ecf-4876-a283-71048536e92e,Leo,Check-up,2024-08-17 14:26:19,1011,1,Approved,FALSE,,PET-1546
2b17f4e2-d7d9-49b9-9ef3-bf050d5bf240,Jasper,Surgery,2023-08-23 14:26:19,1008,1,Approved,FALSE,,PET-3458
2b1e4253-f748-4698-beed-36c3831d39ee,Blue,Check-up,2023-12-19 14:26:19,1010,1,Approved,FALSE,Sarai Ramos,PET-4079
2b35a75b-ebd0-4616-a674-7156c1997d79,Missy,Check-up,2023-10-10 14:26:19,1003,1,Approved,FALSE,,PET-5837
2b692d8c-224d-4a9b-891f-eb8f993adc78,Tucker,Check-up,2024-07-15 14:26:19,1007,1,Approved,TRUE,,PET-4281
2b765960-ef5d-450b-9d0a-58da3eaa37e5,Pepper,Dental Cleaning,2024-01-24 14:26:19,1011,1,Approved,FALSE,,PET-5793
2b8f2975-9c99-42e9-8037-c8280f5ffebf,Bruno,Dental Cleaning,2023-12-07 14:26:19,1003,1,Denied,FALSE,Alisson Hardin,PET-5992
2b99134a-e01e-4f8a-8365-c9d9cb1cb5d8,Jack,Surgery,2023-11-30 14:26:19,1016,1,Denied,FALSE,,PET-8903
2bb9c4f7-6314-422d-b0df-7615baeedfed,Dexter,Check-up,2024-04-05 14:26:19,1014,1,Approved,TRUE,,PET-5104
2bb9d3b7-9a92-4c98-9f36-9c22b8a59f8c,Gunner,Surgery,2024-08-09 14:26:19,1020,1,Approved,FALSE,Leyla Humphrey,PET-2366
2bbf877a-64e8-4a42-8a70-ff5249272fc4,Rover,Dental Cleaning,2024-02-09 14:26:19,1003,1,Approved,FALSE,Sarai Ramos,PET-4015
2bce632a-3b1b-41f9-bc5f-cba6f25ca386,Gizmo,Dental Cleaning,2024-01-12 14:26:19,1020,1,Approved,FALSE,,PET-8971
2bd6bb00-2520-40d8-8e28-1e2f30732be1,Ziggy,Surgery,2024-02-22 14:26:19,1000,1,Approved,FALSE,Lincoln Sampson,PET-2447
2bfda918-054d-4a6b-988a-2196c8a6a8c7,Maggie,X-ray,2024-04-24 14:26:19,1001,1,Approved,FALSE,,PET-5981
2bff62db-f826-4e20-acf1-025bc57f9718,Wolfgang,Surgery,2023-09-10 14:26:19,1010,1,Approved,FALSE,,PET-3428
2c1bd708-30f9-41ae-9168-63fac76f10e7,Jasper,X-ray,2024-05-19 14:26:19,1000,1,Denied,FALSE,Braylon Brady,PET-3458
2c31846d-d69e-45b9-b573-dad2cd08642a,Buster,Dental Cleaning,2023-09-07 14:26:19,1014,1,Approved,FALSE,,PET-2876
2c3fc2cc-6d92-4bbd-a698-9846bf2dc667,Roxy,X-ray,2024-05-01 14:26:19,1009,2,Approved,FALSE,,PET-4027
2c43d544-6e73-4cf4-b1c2-80b1d590d1ab,Toby,Check-up,2024-07-21 14:26:19,1007,1,Approved,FALSE,,PET-9457
2c47e531-17b1-4f0c-bd0f-61a73a5f0d33,Freckles,Check-up,2024-03-23 14:26:19,1005,1,Approved,TRUE,,PET-7252
2c5aed8b-a536-42f1-8be1-97c443d47dea,Odie,Vaccination,2024-08-07 14:26:19,1016,4,Approved,FALSE,,PET-2475
2c84c040-345f-4fe1-bc8d-715fd4ad5fbd,Nina,Surgery,2024-05-23 14:26:19,1013,1,Denied,FALSE,Bentley Wiggins,PET-5378
2c99bc70-4a1b-4d3a-b994-8821caf79f3e,Bentley,Check-up,2024-01-06 14:26:19,1013,1,Approved,FALSE,,PET-3199
2c9d9448-79da-42e9-88b4-0ad2a84f4a43,Eli,X-ray,2024-05-03 14:26:19,1000,3,Denied,FALSE,,PET-4992
2ca6267f-4c68-4a75-b37e-7e30b0a40f28,Daisy,Vaccination,2023-08-28 14:26:19,1009,1,Denied,FALSE,Hugo Christensen,PET-2932
2cb13797-0807-4e49-8ef0-b44c1d746454,Riley,Dental Cleaning,2024-04-22 14:26:19,1015,1,Pending,FALSE,,PET-6796
2cb38add-9b90-4f4f-b40a-7b6839ca3f48,Bruce,Check-up,2024-01-28 14:26:19,1006,1,Approved,FALSE,,PET-4570
2cf8fa5a-41ef-471a-ac28-3e097102b1a3,Kai,Lab Test,2024-07-26 14:26:19,1010,2,Pending,FALSE,,PET-3909
2d27e80c-a7d1-4ffc-ad44-c2bbe1fb4c54,Jet,X-ray,2024-02-17 14:26:19,1008,1,Denied,FALSE,Miguel Odonnell,PET-4169
2d282850-b36c-43ae-8ad6-ea30b159c7f6,Missy,X-ray,2024-04-04 14:26:19,1010,1,Denied,FALSE,,PET-5837
2d3fbfe7-3b50-4fa6-9cb2-92d7c5725177,Sparky,X-ray,2024-03-12 14:26:19,1001,2,Denied,FALSE,Bruce Campbell,PET-3445
2d661b78-3079-4707-8cd1-fb0b3d4e7837,Tank,Lab Test,2024-01-03 14:26:19,1010,2,Approved,TRUE,,PET-8247
2d80cfbf-6765-4971-a81f-72ac9b35a155,Lucky,Check-up,2023-12-10 14:26:19,1004,1,Approved,TRUE,,PET-3089
2d9c0b6c-709c-4fe6-8fa7-17be0c1eccbf,Oscar,Vaccination,2023-11-07 14:26:19,1000,1,Pending,FALSE,,PET-8866
2da45bff-ed0e-4337-b98a-b2029b07a5a4,Benson,Check-up,2023-09-01 14:26:19,1014,1,Approved,FALSE,,PET-1031
2dadfd7e-87d8-4adb-a307-2f04dd175a39,Cooper,Check-up,2024-04-06 14:26:19,1016,1,Approved,TRUE,,PET-7513
2ddaaaf3-3d8b-4d0e-8809-813ebacc2372,Theo,Vaccination,2024-01-25 14:26:19,1000,3,Approved,FALSE,,PET-4033
2de97dcf-5a61-4868-b2f9-216adb40bb33,Cooper,Lab Test,2024-07-15 14:26:19,1010,3,Approved,FALSE,,PET-7513
2df75f2d-7525-4a10-9c46-01a419ad5b22,Rocky,Check-up,2024-01-21 14:26:19,1009,1,Approved,TRUE,Efrain Rowland,PET-9898
2e0136f8-1b12-4515-86ed-3ed5e24136f8,Moose,Surgery,2024-07-03 14:26:19,1014,1,Denied,FALSE,Jasmin Cummings,PET-5331
2e1a3990-20f4-455d-a0f8-58e01e99ff30,Juno,X-ray,2024-04-20 14:26:19,1008,3,Denied,FALSE,,PET-6662
2e3ddd8d-e8b6-4e76-990a-f9ffaac4ac63,Buster,Vaccination,2024-04-11 14:26:19,1018,4,Approved,FALSE,,PET-2876
2e44b62c-1e9b-452a-90d7-fa0ac7ebc93c,Sophie,Vaccination,2023-10-09 14:26:19,1006,3,Approved,FALSE,,PET-1953
2e5bd05f-94fd-4b0f-be16-e985729b15c2,Diesel,X-ray,2024-02-28 14:26:19,1000,3,Denied,FALSE,,PET-8863
2e692edd-53e7-4054-bef2-a9d6587ce91f,Riley,Vaccination,2023-10-14 14:26:19,1002,1,Approved,FALSE,,PET-6796
2e72d810-5789-43fc-9317-b65dfa1709c0,Lou,Vaccination,2024-04-22 14:26:19,1016,4,Approved,FALSE,,PET-3153
2e8e8393-3bd5-45d2-b6da-f1b17d578695,Fifi,Check-up,2024-07-07 14:26:19,1004,1,Approved,FALSE,,PET-9302
2e9ff2d2-e39d-4ded-8d68-2684d97e8b11,Wayne,Dental Cleaning,2024-05-10 14:26:19,1010,1,Approved,FALSE,Sarai Ramos,PET-7427
2ea22482-620c-4282-8ff1-e3f06e8edcc1,Roxy,Check-up,2024-02-08 14:26:19,1009,1,Approved,FALSE,Heather Henry,PET-4027
2eabaaaf-b210-4c18-8910-f251816c077a,Marley,Check-up,2023-12-20 14:26:19,1006,1,Approved,FALSE,Mackenzie Raymond,PET-1207
2eacf82d-46b4-46ec-9551-1afb9c6be82f,Ella,Vaccination,2023-09-10 14:26:19,1016,2,Approved,FALSE,Sarai Ramos,PET-9046
2ec2d876-2976-42ca-bd1c-29b959a499e4,Rex,Check-up,2024-05-26 14:26:19,1019,1,Approved,FALSE,,PET-9289
2ec4490d-98c6-48c5-8a94-6ec285cc50ec,Taz,Vaccination,2024-03-10 14:26:19,1020,1,Approved,FALSE,Brisa Love,PET-9503
2ec9e34b-19ed-4cd4-8c02-6d2ffbee2262,Nala,Check-up,2024-05-28 14:26:19,1000,1,Approved,TRUE,Sebastian Daniel,PET-5189
2f0558a8-2c06-4b5e-9206-2ef275df7fac,Nike,Dental Cleaning,2024-06-16 14:26:19,1015,1,Pending,FALSE,,PET-1197
2f05fafb-7cda-4455-8d06-1f8ceebdeb66,Blaze,Check-up,2023-10-28 14:26:19,1010,1,Approved,TRUE,,PET-7235
2f20c508-8a8e-40f1-b4fe-b0e638cf72a6,Lou,Check-up,2024-03-18 14:26:19,1001,1,Approved,FALSE,,PET-3153
2f2a8e2c-0aee-42cd-b4de-eaa4b48e2c63,Daisy,X-ray,2023-10-06 14:26:19,1019,1,Approved,TRUE,Wendy French,PET-2932
2f45a433-e7ca-41b4-bd0a-ac0abca441b9,Ranger,X-ray,2024-03-16 14:26:19,1009,3,Approved,FALSE,,PET-3385
2f59b40f-7888-4801-99b5-f1c7ce8c97a7,Nina,Vaccination,2023-12-18 14:26:19,1003,3,Denied,FALSE,,PET-5378
2f74a82e-a10c-42bf-9f52-63b96bd74960,Ella,Dental Cleaning,2024-08-15 14:26:19,1001,1,Approved,FALSE,Kaylee Wiley,PET-9046
2f81bc89-364a-4292-b1cc-29384161ae81,Gizmo,Vaccination,2023-09-07 14:26:19,1009,1,Approved,FALSE,Jayvion Gomez,PET-8971
2f977767-9ec3-4ae7-9da2-4092957b0c8e,Bruno,Vaccination,2024-05-18 14:26:19,1015,3,Approved,FALSE,,PET-5992
2f98e761-1fad-4f5d-8bf4-97a9805e63b5,Murphy,Dental Cleaning,2024-03-05 14:26:19,1002,1,Approved,FALSE,Leyla Humphrey,PET-6738
2f9bd77f-80b6-43b3-9a6d-2668645b09f8,Milo,Check-up,2024-08-10 14:26:19,1008,1,Approved,FALSE,,PET-6319
2fb89659-1107-42a9-bc7b-5ee7007cba1c,Ruby,Lab Test,2024-02-16 14:26:19,1011,2,Pending,FALSE,,PET-6424
2fc64959-8688-4a98-9b2d-b47af7a7bedd,Hunter,Vaccination,2023-09-02 14:26:19,1003,4,Approved,TRUE,,PET-6270
2fe18b72-9f81-42ca-815b-be9986f4c2a4,Frankie,Dental Cleaning,2023-11-21 14:26:19,1005,1,Approved,FALSE,Heather Henry,PET-8466
2ff29b70-a17d-43aa-a976-b1d19e6c31cc,Prince,Lab Test,2024-03-27 14:26:19,1010,3,Approved,TRUE,,PET-1525
3007679e-229f-45a5-b5b3-1dc8114f4e0e,Diesel,Check-up,2024-05-15 14:26:19,1005,1,Approved,FALSE,,PET-8863
301f8c0f-9a19-4ecb-ae3c-ab2eff857e73,Whiskey,X-ray,2024-04-12 14:26:19,1000,1,Denied,FALSE,,PET-4638
303cad2c-95cd-4e52-aa99-84343288b270,Ollie,Check-up,2024-02-08 14:26:19,1020,1,Approved,TRUE,,PET-7185
305aa1ad-2abb-4306-b1bd-a4e0e3764759,Zorro,Check-up,2024-05-21 14:26:19,1009,1,Approved,FALSE,,PET-9572
3060c32d-a6ad-4338-b923-292da3630349,Nala,Vaccination,2023-12-14 14:26:19,1006,4,Approved,FALSE,,PET-5189
306a3870-2ea8-43ed-9eae-c176ef75bb7c,Cash,Surgery,2023-11-18 14:26:19,1006,1,Approved,FALSE,,PET-7789
30bb0a68-142b-4ba6-92a2-a981cb547edb,Winnie,Surgery,2024-07-31 14:26:19,1013,1,Approved,FALSE,,PET-6543
30d62b7b-7d1c-44d0-b47f-315f7199a5a4,Gunner,Vaccination,2024-06-10 14:26:19,1009,2,Approved,FALSE,Kaylee Wiley,PET-2366
30e5d609-71a8-4495-9bce-db75c78dd5b2,Jasper,Check-up,2024-04-06 14:26:19,1003,1,Approved,TRUE,,PET-3458
31140bd8-10cc-42ad-af7f-127d6fab83fd,Gizmo,Check-up,2023-10-27 14:26:19,1009,1,Approved,FALSE,Kaylee Wiley,PET-8971
3127f893-9ff1-45c2-b9d5-7987ca34dca8,Gunther,Check-up,2023-11-27 14:26:19,1020,1,Approved,FALSE,,PET-1854
3128c54b-b83e-4f02-a157-145b0d2c70b2,Bella,X-ray,2024-03-31 14:26:19,1012,1,Denied,FALSE,,PET-9141
312e05da-cfb3-451d-90c3-491b076e24cf,Lucky,Check-up,2024-03-04 14:26:19,1011,1,Approved,TRUE,,PET-3089
3134b5c1-bf75-4771-bdee-2ae625783627,Blue,Check-up,2024-02-08 14:26:19,1005,1,Approved,FALSE,Ellen Atkinson,PET-4079
313d20d5-026a-40fa-8cae-cca2134d91bd,Polly,Check-up,2023-11-15 14:26:19,1012,1,Approved,FALSE,,PET-3718
31546023-0945-40ea-9f3e-87766b079fdf,Zeke,Check-up,2024-01-18 14:26:19,1008,1,Approved,FALSE,,PET-9565
3180a223-401d-4346-879e-d3097af95600,Sasha,X-ray,2024-08-18 14:26:19,1002,2,Denied,FALSE,,PET-1415
319b7a21-69b9-4c2b-9d23-f6f787f61bb1,Bruce,Dental Cleaning,2024-05-28 14:26:19,1017,1,Approved,FALSE,,PET-4570
31aa9541-1ff6-4ced-9cec-0de66439629d,Duke,Check-up,2024-07-25 14:26:19,1017,1,Approved,TRUE,,PET-4466
31d3bd2a-fa05-4a8c-8ac7-18fc77ebba59,Ella,Check-up,2023-12-15 14:26:19,1015,1,Approved,TRUE,Nikolas Riggs,PET-9046
31fd2e89-09e3-406c-b143-e4a5a18e5531,Polly,X-ray,2024-04-20 14:26:19,1007,3,Approved,FALSE,,PET-3718
3205e89b-1e0a-4991-ae93-f3c7e62db4f2,Whiskey,Check-up,2024-05-11 14:26:19,1016,1,Approved,FALSE,Jasmin Cummings,PET-4638
322ade64-cb55-4f1e-a56d-c4b2c0ea3730,Cooper,Vaccination,2024-03-20 14:26:19,1009,1,Pending,FALSE,Milagros Washington,PET-7513
32380499-a26f-438d-b3af-cd8147b33d1e,Clyde,X-ray,2024-08-01 14:26:19,1012,3,Approved,TRUE,,PET-4921
3240f6a3-d15f-411b-a864-5ab6ebd8b94c,Cleopatra,Vaccination,2023-11-15 14:26:19,1007,4,Approved,TRUE,,PET-7204
3247fb29-3819-42d2-8af7-90e27538733b,Juno,Vaccination,2023-09-17 14:26:19,1002,4,Approved,FALSE,,PET-6662
3257685f-d097-49ab-8cfb-700619e2e13b,Mason,Check-up,2024-04-27 14:26:19,1017,1,Approved,TRUE,Jaylin Hubbard,PET-1624
325a1967-5771-411f-819f-f6c278d4021b,Jasper,Dental Cleaning,2024-07-17 14:26:19,1003,1,Approved,FALSE,Ellen Atkinson,PET-3458
3278e211-514c-4e28-861d-d7ebde4beee2,Bailey,Surgery,2024-06-19 14:26:19,1019,1,Denied,FALSE,,PET-8181
3290aff1-309e-4378-a4bb-e6771384baa2,Samantha,Check-up,2024-04-28 14:26:19,1014,1,Approved,TRUE,,PET-8384
3293068c-0351-4c4f-8621-c1e7e37668af,Zeke,Lab Test,2024-07-21 14:26:19,1015,1,Approved,TRUE,Macey Rojas,PET-9565
32c1a2e2-ca5e-47de-a236-72bc22cad637,Stella,X-ray,2023-10-18 14:26:19,1003,3,Pending,FALSE,Markus Huber,PET-7388
32e569b3-4aae-4465-8b60-67ade9b11cac,Tucker,Dental Cleaning,2024-07-05 14:26:19,1013,1,Denied,FALSE,,PET-4281
32f16414-b61e-4be0-8d86-1453d182b952,Jax,Lab Test,2023-09-12 14:26:19,1018,3,Approved,FALSE,,PET-4070
32f2b27e-dd94-4470-a503-c53251c0e01e,Nike,Dental Cleaning,2023-10-08 14:26:19,1012,1,Pending,FALSE,,PET-1197
330f8b32-87e1-4c7d-9765-f61ee7ff6dfa,Shadow,Check-up,2024-03-08 14:26:19,1008,1,Approved,FALSE,Sarai Ramos,PET-9286
3327451e-514f-454b-951a-7c675f7e523f,Wolfgang,Check-up,2023-11-28 14:26:19,1016,1,Approved,TRUE,,PET-3428
33562628-650b-4143-bffb-c5e556f49c38,Fifi,X-ray,2023-10-27 14:26:19,1008,2,Denied,FALSE,Jasmin Cummings,PET-9302
